节点名称,实例名称/ID,状态,支付方式,可用区,IP地址,配置/类型,加速芯片类型,加速芯片（已使用/总卡数）,空闲加速芯片卡数,资源申请 | 限制,容器组（已分配/总额度）,节点组,超节点,Kubelet版本/Runtime版本/OS版本,创建时间
10.90.128.48,CCE-EBC-triton-server-L20-yqdwjnbx-5uuvqlpf-17 / i-PqUZLy1V,可用,后付费,可用区C,10.90.128.48,208核/1024GB/500GB/lgn7sne,nTeslaL20,"""0/8""",0,"CPU: 46.90% | 73.61% 
内存: 38.47% | 48.20%","""73/128""",nodepool-推理服务-L20（cce-ig-dudxtzhh）,,"v1.28.8
containerd://1.6.36
CentOS Linux 8",2025-07-08 20:37:14
